external_gene_name	Description_Ensembl	UniprotAcc
BnaC06g03310D	BnaC06g03310D protein	A0A078HXJ0
BnaC06g03350D	BnaC06g03350D protein	A0A078I0F9
BnaC06g03480D	BnaC06g03480D protein	A0A078HVJ9
BnaC06g03280D	BnaC06g03280D protein	A0A078HVQ3
BnaC06g03290D	BnaC06g03290D protein	A0A078HZ08
BnaC06g03530D	BnaC06g03530D protein	A0A078HVJ4
BnaC06g03400D	BnaC06g03400D protein	A0A078I0F6
BnaC06g03380D	Alanine--tRNA ligase	A0A078HVP6
BnaC06g03540D	BnaC06g03540D protein	A0A078HYW1
BnaC06g03430D	BnaC06g03430D protein	A0A078HVN3
BnaC06g03490D	BnaA06g02890D protein	A0A078HYX0
BnaC06g03510D	BnaC06g03510D protein	A0A078HXE8
BnaC06g03450D	BnaC06g03450D protein	A0A078I0D9
BnaC06g03470D	BnaC06g03470D protein	A0A078HXT1
BnaC06g03340D	BnaC06g03340D protein	A0A078HZ04
BnaA06g40800D	BnaA06g40800D protein	A0A078JP31
BnaA06g40810D	BnaA06g40810D protein (Fragment)	A0A078JR70
BnaCnng69120D	BnaCnng69120D protein	A0A078JSQ0
BnaC02g33990D	BnaC02g33990D protein	A0A078ID35
BnaC02g33960D	BnaC02g33960D protein	A0A078II71
BnaC02g34020D	BnaC02g34020D protein	A0A078IFM9
BnaC02g34000D	RBR-type E3 ubiquitin transferase	A0A078IHC8
BnaC02g33970D	BnaC02g33970D protein	A0A078IFN5
BnaC02g33980D	BnaA02g25740D protein	A0A078F7U4
BnaC02g34080D	BnaC02g34080D protein	A0A078IFK6
BnaC02g34050D	BnaC02g34050D protein	A0A078IHC5
BnaC02g34010D	BnaC02g34010D protein	A0A078II66
BnaC02g33950D	BnaC02g33950D protein	A0A078IHD2
BnaC02g34090D	BnaC02g34090D protein	A0A078ID22
BnaC02g34060D	BnaC02g34060D protein	A0A078II59
BnaC02g34100D	BnaC02g34100D protein	A0A078IHC0
BnaC02g34040D	BnaC02g34040D protein	A0A078ID30
BnaC02g34070D	BnaC02g34070D protein	A0A078IFM3
BnaC02g34030D	BnaC02g34030D protein	A0A078IFL0
BnaC04g52360D	BnaC04g52360D protein	A0A078JAE4
BnaC04g52320D	BnaC04g52320D protein	A0A078JCH7
BnaC04g52390D	BnaC04g52390D protein	A0A078J6Y6
BnaC04g52300D	BnaC04g52300D protein	A0A078J9Q5
BnaC04g52370D	BnaC04g52370D protein	A0A078JCI0
BnaC04g52400D	BnaC04g52400D protein	A0A078J9R6
BnaC04g52310D	BnaC04g52310D protein	A0A078JAE0
BnaC04g52350D	BnaC04g52350D protein	A0A078J9R0
BnaC04g52340D	BnaC04g52340D protein	A0A078J6X7
BnaC04g52380D	BnaC04g52380D protein	A0A078JD77
BnaC04g52330D	BnaC04g52330D protein	A0A078JD72
BnaCnng38410D	BnaCnng38410D protein	A0A078J9I8
BnaCnng38420D	BnaCnng38420D protein	A0A078JBF0
BnaCnng38430D	BnaCnng38430D protein	A0A078JC18
BnaCnng38440D	BnaCnng38440D protein	A0A078J5N9
BnaCnng52600D	BnaCnng52600D protein	A0A078JK94
BnaAnng26090D	Non-specific serine/threonine protein kinase	A0A078JQW3
BnaAnng26100D	BnaAnng26100D protein	A0A078JRL0
BnaCnng75130D	Pectinesterase (Fragment)	A0A078JW99
BnaA07g38120D	BnaA07g38120D protein (Fragment)	A0A078IWZ0
BnaA07g38140D	BnaA07g38140D protein	A0A078IVC5
BnaA07g38250D	Beta-galactosidase	A0A078IVA9
BnaA07g38190D	BnaA07g38190D protein	A0A078IVD0
BnaA07g38150D	BnaA07g38150D protein	A0A078IV99
BnaA07g38170D	BnaA07g38170D protein	A0A078IWZ2
BnaA07g38240D	BnaA07g38240D protein	A0A078IVD2
BnaA07g38130D	BnaA07g38130D protein	A0A078IS69
BnaA07g38220D	BnaA07g38220D protein	A0A078IWZ3
BnaA07g38230D	3-methyl-2-oxobutanoate hydroxymethyltransferase	A0A078IS78
BnaA07g38160D	Glucose-6-phosphate 1-epimerase	A0A078IY17
BnaA07g38210D	Reticulon-like protein	A0A078IY20
BnaA07g38200D	BnaA07g38200D protein	A0A078IVA4
BnaA07g38180D	BnaA07g38180D protein	A0A078IS73
BnaC01g09480D		NA
BnaC01g08770D		NA
BnaC01g09370D		NA
BnaC01g09390D		NA
BnaC01g08760D		NA
BnaC01g08870D		NA
BnaC01g08860D		NA
BnaC01g09330D		NA
BnaC01g08780D		NA
BnaC01g09170D		NA
BnaC01g09320D		NA
BnaC01g08810D	BnaA07g04140D protein	A0A078F0W0
BnaC01g09410D		NA
BnaC01g09250D		NA
BnaC01g09120D		NA
BnaC01g09290D		NA
BnaC01g08910D		NA
BnaC01g09340D		NA
BnaC01g08960D		NA
BnaC01g08920D		NA
BnaC01g09150D		NA
BnaC01g09700D		NA
BnaC01g09430D		NA
BnaC01g09130D		NA
BnaC01g09010D		NA
BnaC01g08950D		NA
BnaC01g09740D		NA
BnaC01g09380D		NA
BnaC01g09610D		NA
BnaC01g08720D		NA
BnaC01g08690D		NA
BnaC01g09300D		NA
BnaC01g09710D		NA
BnaC01g09460D		NA
BnaC01g08800D		NA
BnaC01g09270D		NA
BnaC01g09040D		NA
BnaC01g09730D		NA
BnaC01g08750D		NA
BnaC01g09570D		NA
BnaC01g09660D		NA
BnaC01g09760D		NA
BnaC01g09560D		NA
BnaC01g09590D		NA
BnaC01g09140D		NA
BnaC01g08980D	BnaA09g26970D protein	A0A078IG23
BnaC01g09110D		NA
BnaC01g09630D		NA
BnaC01g09670D		NA
BnaC01g08900D		NA
BnaC01g08850D		NA
BnaC01g08700D	BnaC05g12300D protein	A0A078H929
BnaC01g09750D		NA
BnaC01g08840D		NA
BnaC01g09070D		NA
BnaC01g09400D		NA
BnaC01g09050D		NA
BnaC01g09280D		NA
BnaC01g08940D		NA
BnaC01g08930D		NA
BnaC01g09220D		NA
BnaC01g09360D		NA
BnaC01g09550D		NA
BnaC01g08740D		NA
BnaC01g09060D		NA
BnaC01g08830D		NA
BnaC01g09640D		NA
BnaC01g08970D		NA
BnaC01g09530D		NA
BnaC01g09160D		NA
BnaC01g09210D		NA
BnaC01g09450D		NA
BnaC01g09420D		NA
BnaC01g08710D		NA
BnaC01g09080D		NA
BnaC01g09510D		NA
BnaC01g09260D		NA
BnaC01g09190D		NA
BnaC01g09680D		NA
BnaC01g08790D		NA
BnaC01g09490D		NA
BnaC01g09020D		NA
BnaC01g09620D		NA
BnaC01g09000D		NA
BnaC01g09200D	Profilin	A0A078H052
BnaC01g09520D		NA
BnaC01g09090D		NA
BnaC01g09470D		NA
BnaC01g08880D	BnaA01g07290D protein	A0A078HYD8
BnaC01g09310D		NA
BnaC01g09580D		NA
BnaC01g09240D		NA
BnaC01g08820D		NA
BnaC01g09650D		NA
BnaC01g09230D		NA
BnaC01g09100D		NA
BnaC01g09720D		NA
BnaC01g08730D		NA
BnaC01g09180D		NA
BnaC01g09540D		NA
BnaC01g09600D		NA
BnaC01g09440D		NA
BnaC01g09500D		NA
BnaC01g09350D		NA
BnaC01g09030D	BnaA01g07360D protein	A0A078F1Q6
BnaC01g09690D		NA
BnaC01g08890D		NA
BnaC01g08990D		NA
BnaCnng73460D	BnaCnng73460D protein	A0A078K0Z5
BnaCnng28940D	BnaCnng28940D protein	A0A078IYQ2
BnaCnng28930D	BnaCnng28930D protein	A0A078IYK0
BnaA01g37010D	BnaA01g37010D protein	A0A078JQG4
BnaA01g37020D	BnaA01g37020D protein (Fragment)	A0A078JR84
BnaCnng72950D	BnaCnng72950D protein (Fragment)	A0A078JYG3
BnaCnng64380D	BnaCnng64380D protein	A0A078JT41
BnaCnng45880D	BnaCnng45880D protein	A0A078JHJ1
BnaCnng45870D	BnaCnng45870D protein	A0A078JFA1
BnaCnng47380D	BnaCnng47380D protein	A0A078JJI4
BnaCnng47360D	BnaCnng47360D protein	A0A078JG79
BnaCnng47350D	BnaCnng47350D protein	A0A078JFM8
BnaCnng47340D	BnaCnng47340D protein	A0A078JD14
BnaCnng47370D	Protein DETOXIFICATION	A0A078JIB4
BnaUnng03820D	BnaUnng03820D protein	A0A078JS17
BnaCnng68930D	BnaCnng68930D protein	A0A078JYJ6
BnaCnng75180D	BnaCnng75180D protein (Fragment)	A0A078JZ18
BnaCnng48650D	Fatty acyl-CoA reductase	A0A078JDX0
BnaCnng48640D	Fatty acyl-CoA reductase	A0A078JKA9
BnaA04g10690D	BnaA04g10690D protein	A0A078IS63
BnaA04g10670D	BnaA04g10670D protein	A0A078IUK5
BnaA04g10610D	BnaA04g10610D protein	A0A078ITF0
BnaA04g10630D	BnaA04g10630D protein	A0A078IRU9
BnaA04g10650D	BnaA04g10650D protein	A0A078INQ6
BnaA04g10660D	BnaA04g10660D protein	A0A078ITE6
BnaA04g10640D	BnaA04g10640D protein	A0A078IS68
BnaA04g10680D	Uridine kinase	A0A078IRU5
BnaA04g10600D	BnaA04g10600D protein	A0A078INR0
BnaA04g10620D	BnaA04g10620D protein	A0A078IUK9
BnaC02g44420D	BnaC02g44420D protein	A0A078JYD9
BnaCnng55930D	BnaCnng55930D protein	A0A078JQK6
BnaCnng55940D	BnaCnng55940D protein	A0A078JJD0
BnaAnng30870D	BnaA08g04070D protein	A0A078JRW8
BnaUnng05300D	BnaUnng05300D protein	A0A078K121
BnaUnng05290D	BnaUnng05290D protein (Fragment)	A0A078JY65
BnaC06g13690D	BnaC06g13690D protein	A0A078HB92
BnaC06g13500D	BnaC06g13500D protein	A0A078HBF2
BnaC06g13570D	BnaC06g13570D protein	A0A078HC60
BnaC06g13560D	BnaC06g13560D protein	A0A078H9E4
BnaC06g13520D	BnaC06g13520D protein	A0A078HC65
BnaC06g13580D	BnaC06g13580D protein	A0A078HE01
BnaC06g13640D	BnaC06g13640D protein	A0A078HB97
BnaC06g13620D	BnaC06g13620D protein	A0A078HC57
BnaC06g13530D	BnaC06g13530D protein	A0A078HE06
BnaC06g13680D	BnaC06g13680D protein	A0A078HDZ3
BnaC06g13650D	BnaC06g13650D protein	A0A078HBE1
BnaC06g13630D	BnaC06g13630D protein	A0A078HDZ8
BnaC06g13590D	Mitochondrial import receptor subunit TOM7-1	Q9ASY8
BnaC06g13610D	BnaC06g13610D protein	A0A078H9E0
BnaC06g13660D	BnaC06g13660D protein	A0A078H9D5
BnaC06g13600D	BnaC06g13600D protein	A0A078HBE7
BnaC06g13670D	BnaC06g13670D protein	A0A078HC52
BnaC06g13540D	BnaC06g13540D protein	A0A078HBA5
BnaC06g13550D	BnaC06g13550D protein	A0A078HBE8
BnaC06g13480D	BnaC06g13480D protein	A0A078HE10
BnaC06g13490D	BnaC06g13490D protein	A0A078HBA9
BnaC06g13510D	BnaC06g13510D protein	A0A078H9E9
BnaC06g13700D	BnaC06g13700D protein	A0A078HBD7
BnaCnng77800D	BnaCnng77800D protein (Fragment)	A0A078JXT4
BnaC08g48470D	BnaC08g48470D protein (Fragment)	A0A078JL62
BnaCnng73940D	BnaCnng73940D protein	A0A078JVS4
BnaCnng74110D	BnaCnng74110D protein	A0A078JZA8
BnaAnng29390D	BnaAnng29390D protein	A0A078JNK6
BnaA07g36240D	BnaA07g36240D protein	A0A078JID5
BnaA07g36270D	BnaA07g36270D protein	A0A078JM69
BnaA07g36260D	BnaA07g36260D protein	A0A078JL12
BnaA07g36280D	BnaA07g36280D protein	A0A078JFT6
BnaA07g36250D	BnaA07g36250D protein	A0A078F0B2
BnaA06g38840D	BnaA06g38840D protein	A0A078IV25
BnaA06g38800D	BnaA06g38800D protein	A0A078IXU2
BnaA06g38810D	BnaA06g38810D protein	A0A078IWT0
BnaA06g38790D	BnaA06g38790D protein	A0A078IV19
BnaA06g38830D	BnaA06g38830D protein	A0A078IV76
BnaA06g38820D	BnaA06g38820D protein	A0A078IS11
BnaA06g38780D	BnaA06g38780D protein	A0A078IV73
BnaA06g38850D	BnaA06g38850D protein	A0A078IXU7
BnaCnng32850D	BnaCnng32850D protein	A0A078J3I7
BnaCnng32840D	BnaCnng32840D protein	A0A078IZZ1
BnaCnng72130D	BnaCnng72130D protein	A0A078JX47
BnaC07g00370D		NA
BnaC07g00480D		NA
BnaC07g01000D		NA
BnaC07g00610D		NA
BnaC07g01010D		NA
BnaC07g00450D		NA
BnaC07g00580D		NA
BnaC07g00950D		NA
BnaC07g00510D		NA
BnaC07g00880D		NA
BnaC07g00440D		NA
BnaC07g00910D	BnaAnng30270D protein	A0A078EXL3
BnaC07g00940D		NA
BnaC07g00280D		NA
BnaC07g00640D		NA
BnaC07g00410D		NA
BnaC07g00180D		NA
BnaC07g00120D		NA
BnaC07g00330D		NA
BnaC07g00190D		NA
BnaC07g00290D		NA
BnaC07g00930D		NA
BnaC07g00150D		NA
BnaC07g00720D		NA
BnaC07g00390D		NA
BnaC07g00690D		NA
BnaC07g00470D		NA
BnaC07g00230D		NA
BnaC07g00350D		NA
BnaC07g00830D		NA
BnaC07g00200D		NA
BnaC07g00920D		NA
BnaC07g00760D		NA
BnaC07g00700D		NA
BnaC07g00400D		NA
BnaC07g00560D		NA
BnaC07g00430D		NA
BnaC07g00780D		NA
BnaC07g00970D		NA
BnaC07g00630D		NA
BnaC07g00240D		NA
BnaC07g00740D		NA
BnaC07g00260D		NA
BnaC07g00490D		NA
BnaC07g00090D		NA
BnaC07g00110D		NA
BnaC07g00590D		NA
BnaC07g00270D		NA
BnaC07g00850D		NA
BnaC07g00130D		NA
BnaC07g00170D		NA
BnaC07g00660D		NA
BnaC07g00570D		NA
BnaC07g00220D		NA
BnaC07g00710D		NA
BnaC07g00620D		NA
BnaC07g00420D		NA
BnaC07g00810D		NA
BnaC07g00530D		NA
BnaC07g00750D	BnaA08g26530D protein	A0A078H2M4
BnaC07g00790D		NA
BnaC07g00310D		NA
BnaC07g00670D		NA
BnaC07g00100D		NA
BnaC07g00820D		NA
BnaC07g00650D		NA
BnaC07g00340D		NA
BnaC07g00520D		NA
BnaC07g00960D		NA
BnaC07g00250D		NA
BnaC07g00770D		NA
BnaC07g00860D		NA
BnaC07g00800D		NA
BnaC07g00320D		NA
BnaC07g00870D		NA
BnaC07g00070D		NA
BnaC07g00540D		NA
BnaC07g00500D		NA
BnaC07g00990D		NA
BnaC07g00160D		NA
BnaC07g00460D		NA
BnaC07g00380D		NA
BnaC07g00890D		NA
BnaC07g00600D		NA
BnaC07g00900D		NA
BnaC07g00080D		NA
BnaC07g00140D		NA
BnaC07g00840D		NA
BnaC07g00300D		NA
BnaC07g00730D		NA
BnaC07g00210D		NA
BnaC07g00550D		NA
BnaC07g00680D		NA
BnaC07g00980D		NA
BnaC07g00360D		NA
BnaCnng63680D	BnaCnng63680D protein	A0A078JST2
BnaCnng56490D	BnaCnng56490D protein	A0A078JMZ4
BnaCnng56480D	BnaCnng56480D protein	A0A078JLY5
BnaCnng56470D	BnaCnng56470D protein	A0A078JJX3
BnaC04g55410D	BnaC04g55410D protein	A0A078JLY0
BnaCnng65040D	BnaCnng65040D protein	A0A078JTG5
BnaCnng65030D	BnaCnng65030D protein	A0A078JSB4
BnaAnng41820D	BnaAnng41820D protein	A0A078K412
BnaA05g35600D	BnaA05g35600D protein	A0A078JGZ7
BnaAnng16940D	BnaAnng16940D protein	A0A078J6Y4
BnaAnng16920D	BnaAnng16920D protein	A0A078J9T6
BnaAnng16990D	BnaAnng16990D protein	A0A078J6Y7
BnaAnng16970D	BnaAnng16970D protein	A0A078J9U0
BnaAnng16980D	BnaAnng16980D protein	A0A078J3P6
BnaAnng16930D	BnaAnng16930D protein	A0A078J3P2
BnaAnng16950D	BnaAnng16950D protein	A0A078EHJ4
BnaAnng16960D	BnaAnng16960D protein	A0A078J9B9
BnaAnng35570D	BnaAnng35570D protein (Fragment)	A0A078JZ31
BnaC05g50380D	BnaC05g50380D protein	A0A078JYX2
BnaAnng34650D	BnaAnng34650D protein (Fragment)	A0A078JSW0
BnaC05g07770D	BnaC05g07770D protein	A0A078JFC4
BnaC05g07810D	Branched-chain-amino-acid aminotransferase	A0A078J979
BnaC05g07790D	BnaC05g07790D protein	A0A078JCF4
BnaC05g07780D	BnaC05g07780D protein	A0A078JEN9
BnaC05g07820D	BnaC05g07820D protein	A0A078JFB9
BnaC05g07760D	Amino acid permease 8	O80592
BnaC05g07800D	Branched-chain-amino-acid aminotransferase	A0A078JBZ3
BnaC04g42160D	BnaC04g42160D protein	A0A078FRB9
BnaC04g42990D	BnaC04g42990D protein	A0A078FR16
BnaC04g42820D	BnaC04g42820D protein	A0A078FQ88
BnaC04g42890D	BnaC04g42890D protein	A0A078FR26
BnaC04g42520D	BnaC04g42520D protein	A0A078FQB6
BnaC04g42220D	BnaC04g42220D protein	A0A078FQF3
BnaC04g42730D	BnaC04g42730D protein	A0A078FLP0
BnaC04g42070D	BnaC04g42070D protein	A0A078FQH1
BnaC04g42840D	BnaC04g42840D protein	A0A078FR31
BnaC04g42830D	BnaC03g60740D protein	A0A078HJ73
BnaC04g42910D	BnaC04g42910D protein	A0A078FR41
BnaC04g42350D	BnaC04g42350D protein	A0A078FSV7
BnaC04g42080D	BnaC04g42080D protein	A0A078FLV3
BnaC04g42410D	BnaC04g42410D protein	A0A078FR99
BnaC04g42280D	BnaA05g11250D protein	A0A078FBT3
BnaC04g42010D	BnaC04g42010D protein	A0A078FAK2
BnaC04g42870D	BnaC04g42870D protein	A0A078FQ86
BnaC04g42210D	BnaC04g42210D protein	A0A078FRB5
BnaC04g42790D	BnaC04g42790D protein	A0A078FR33
BnaC04g42960D	BnaC04g42960D protein	A0A078FR36
BnaC04g42700D	BnaC04g42700D protein	A0A078FSS1
BnaC04g42770D	BnaC04g42770D protein	A0A078FQ91
BnaC04g42580D	BnaC04g42580D protein	A0A078FLQ3
BnaC04g42490D	RBR-type E3 ubiquitin transferase	A0A078FR60
BnaC04g42850D	BnaC04g42850D protein	A0A078FSQ6
BnaC04g42380D	BnaC04g42380D protein	A0A078FLS0
BnaC04g42170D	BnaC04g42170D protein	A0A078FQF8
BnaC04g42040D	BnaC04g42040D protein	A0A078FRA3
BnaC04g42980D	BnaC04g42980D protein	A0A078FLL6
BnaC04g43010D	BnaC04g43010D protein	A0A078FR28
BnaC04g41980D	BnaC04g41980D protein	A0A078FLW6
BnaC04g42900D	BnaC04g42900D protein	A0A078FSQ1
BnaC04g42060D	BnaC04g42060D protein	A0A078FRC8
BnaC04g42560D	BnaC04g42560D protein	A0A078FR81
BnaC04g41970D	BnaC04g41970D protein	A0A078FQI4
BnaC04g42460D	BnaC04g42460D protein	A0A078FR93
BnaC04g42320D	BnaC04g42320D protein	A0A078FQD9
BnaC04g42300D	BnaC04g42300D protein	A0A078FSW3
BnaC04g42880D	BnaC04g42880D protein	A0A078FLM8
BnaC04g42530D	Glycosyltransferase	A0A078FLQ6
BnaC04g42860D	Glutamate receptor	A0A078FR47
BnaC04g42090D	BnaC04g42090D protein	A0A078FR96
BnaC04g42340D	BnaC04g42340D protein	A0A078FR74
BnaC04g42450D	BnaC04g42450D protein	A0A078FSU6
BnaC04g42540D	BnaC04g42540D protein	A0A078FR56
BnaC04g43040D	BnaC04g43040D protein	A0A078FR11
BnaC04g42610D	BnaC04g42610D protein	A0A078FR75
BnaC04g42720D	BnaC04g42720D protein	A0A078FQ94
BnaC04g42710D	BnaC04g42710D protein	A0A078FR64
BnaC04g42690D	BnaC04g42690D protein	A0A078FR43
BnaC04g42110D	BnaC04g42110D protein	A0A078FRC3
BnaC04g43020D	BnaC04g43020D protein	A0A078FQ77
BnaC04g42440D	BnaA04g18360D protein	A0A078G1D9
BnaC04g42260D	BnaC04g42260D protein	A0A078FRB1
BnaC04g42600D	BnaC04g42600D protein	A0A078FST1
BnaC04g42620D	BnaC04g42620D protein	A0A078FQA4
BnaC04g42240D	BnaC04g42240D protein	A0A078FR83
BnaC04g42000D	BnaC04g42000D protein	A0A078FSZ2
BnaC04g42270D	BnaC04g42270D protein	A0A078FQE5
BnaC04g42120D	BnaC04g42120D protein	A0A078FQG4
BnaC04g42050D	BnaC04g42050D protein	A0A078FSY8
BnaC04g42760D	BnaC04g42760D protein	A0A078FR57
BnaC04g42230D	Vacuolar ATPase assembly integral membrane protein VMA21 homolog	A0A078FLT5
BnaC04g42750D	40S ribosomal protein S12	A0A078FSR5
BnaC04g42420D	BnaC04g42420D protein	A0A078FQC6
BnaC04g42660D	BnaC04g42660D protein	A0A078FR69
BnaC04g42680D	BnaC04g42680D protein	A0A078FLP4
BnaC04g42920D	BnaC04g42920D protein	A0A078FQ83
BnaC04g42500D	RBR-type E3 ubiquitin transferase	A0A078FSU3
BnaC04g42950D	BnaC04g42950D protein	A0A078FSP7
BnaC04g42130D	Autophagy-related protein 9	A0A078FLU7
BnaC04g42310D	RBR-type E3 ubiquitin transferase	A0A078FRA6
BnaC04g42510D	BnaC04g42510D protein	A0A078FR88
BnaC04g42100D	BnaC04g42100D protein	A0A078FSY3
BnaC04g42140D	BnaC04g42140D protein	A0A078FR92
BnaC04g42800D	BnaC04g42800D protein	A0A078FSR0
BnaC04g42970D	BnaC04g42970D protein	A0A078FQ81
BnaC04g41990D	BnaC04g41990D protein	A0A078FRA7
BnaC04g42020D	BnaC04g42020D protein	A0A078F7G5
BnaC04g42190D	BnaC04g42190D protein	A0A078FR87
BnaC04g43030D	BnaC04g43030D protein	A0A078FLL0
BnaC04g42940D	BnaC04g42940D protein	A0A078FR21
BnaC04g42590D	BnaC04g42590D protein	A0A078FR53
BnaC04g42370D	BnaC04g42370D protein	A0A078FQD3
BnaC04g42470D	BnaC04g42470D protein	A0A078FQC2
BnaC04g42390D	BnaC04g42390D protein	A0A078FR70
BnaC04g42780D	BnaC04g42780D protein	A0A078FLN6
BnaC04g42030D	BnaC04g42030D protein	A0A078FLV9
BnaC04g42570D	BnaC04g42570D protein	A0A078FQB0
BnaC04g42650D	BnaC04g42650D protein	A0A078FSS6
BnaC04g43000D	BnaC04g43000D protein	A0A078FSP3
BnaC04g42330D	BnaA04g18250D protein	A0A078GBU7
BnaC04g42930D	BnaC04g42930D protein	A0A078FLM3
BnaC04g42150D	BnaC04g42150D protein	A0A078FSX8
BnaC04g42180D	BnaC04g42180D protein	A0A078FLU0
BnaC04g42290D	BnaC04g42290D protein	A0A078FR79
BnaC04g42250D	BnaC04g42250D protein	A0A078FSW8
BnaC04g42360D	BnaC04g42360D protein	A0A078FRA2
BnaC04g42640D	BnaC04g42640D protein	A0A078FR48
BnaC04g42480D	BnaC04g42480D protein	A0A078FLR1
BnaC04g42400D	BnaC04g42400D protein	A0A078FSV1
BnaC04g42200D	BnaC04g42200D protein	A0A078FSX4
BnaC04g42670D	BnaC04g42670D protein	A0A078FQ99
BnaC04g41960D	BnaC04g41960D protein	A0A078FRD8
BnaC04g42740D	BnaC04g42740D protein	A0A078FR38
BnaC04g42810D	BnaC04g42810D protein	A0A078FR52
BnaC04g42630D	BnaC04g42630D protein	A0A078FLP8
BnaC04g42550D	BnaC04g42550D protein	A0A078FST6
BnaC04g42430D	BnaA03g48530D protein	A0A078DMR6
BnaCnng38700D	BnaCnng38700D protein	A0A078J9W1
BnaA01g21830D	BnaA01g21830D protein	A0A078I3X7
BnaA01g21890D	BnaA01g21890D protein	A0A078I147
BnaA01g21750D	BnaA01g21750D protein	A0A078I513
BnaA01g21790D	BnaA01g21790D protein	A0A078I153
BnaA01g21800D	BnaA01g21800D protein	A0A078I4Z1
BnaA01g21950D	BnaA01g21950D protein	A0A078I4X7
BnaA01g21870D	BnaA01g21870D protein	A0A078I3F8
BnaA01g21850D	BnaA01g21850D protein	A0A078I4Y6
BnaA01g21770D	BnaA01g21770D protein	A0A078I3G4
BnaA01g21880D	Mitogen-activated protein kinase	A0A078I3X5
BnaA01g21940D	BnaA01g21940D protein	A0A078I144
BnaA01g21840D	BnaA01g21840D protein	A0A078I149
BnaA01g21930D	BnaA01g21930D protein	A0A078I3X2
BnaA01g21810D	BnaA01g21810D protein	A0A078I624
BnaA01g21740D	BnaA01g21740D protein	A0A078I157
BnaA01g21820D	BnaA01g21820D protein	A0A078I3G1
BnaA01g21760D	BnaA01g21760D protein	A0A078IHV4
BnaA01g21780D	BnaA01g21780D protein	A0A078I3Y1
BnaA01g21910D	BnaA01g21910D protein	A0A078I615
BnaA01g21920D	BnaA01g21920D protein	A0A078I3F4
BnaA01g21900D	Glycosyltransferase	A0A078I4Y3
BnaA01g21860D	BnaA01g21860D protein	A0A078I619
BnaCnng37500D	BnaCnng37500D protein	A0A078JAL6
BnaCnng37490D	BnaCnng37490D protein	A0A078J8Q0
BnaCnng64060D	BnaCnng64060D protein	A0A078JSZ2
BnaCnng64050D	BnaCnng64050D protein	A0A078JRT6
BnaAnng38650D	BnaAnng38650D protein	A0A078JZE0
BnaAnng23250D	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	A0A078JME5
BnaA05g23800D		NA
BnaA05g24570D		NA
BnaA05g25270D		NA
BnaA05g24070D		NA
BnaA05g24950D		NA
BnaA05g25130D		NA
BnaA05g25160D		NA
BnaA05g24750D		NA
BnaA05g24380D	BnMAP4K alpha2	Q9ZPD6
BnaA05g25030D		NA
BnaA05g23790D	Acyl-	NA
BnaA05g24200D		NA
BnaA05g25310D		NA
BnaA05g25410D		NA
BnaA05g24050D		NA
BnaA05g24680D		NA
BnaA05g24910D		NA
BnaA05g24240D		NA
BnaA05g25360D		NA
BnaA05g24470D		NA
BnaA05g24260D		NA
BnaA05g24290D		NA
BnaA05g23760D		NA
BnaA05g24400D		NA
BnaA05g25590D		NA
BnaA05g25070D		NA
BnaA05g25500D		NA
BnaA05g23500D		NA
BnaA05g24300D		NA
BnaA05g24220D		NA
BnaA05g23950D		NA
BnaA05g25260D		NA
BnaA05g23830D		NA
BnaA05g25660D		NA
BnaA05g25520D		NA
BnaA05g24980D		NA
BnaA05g23920D		NA
BnaA05g25530D		NA
BnaA05g24670D		NA
BnaA05g23390D		NA
BnaA05g25700D		NA
BnaA05g24530D		NA
BnaA05g25550D		NA
BnaA05g24650D		NA
BnaA05g24180D		NA
BnaA05g25100D		NA
BnaA05g24900D	AT3g14620/MIE1_12	Q9LUD2
BnaA05g25470D		NA
BnaA05g24660D		NA
BnaA05g24810D		NA
BnaA05g24230D		NA
BnaA05g25200D		NA
BnaA05g23360D		NA
BnaA05g25640D		NA
BnaA05g24170D		NA
BnaA05g24600D		NA
BnaA05g24740D		NA
BnaA05g23380D		NA
BnaA05g24520D		NA
BnaA05g25020D		NA
BnaA05g24450D		NA
BnaA05g23590D		NA
BnaA05g23660D		NA
BnaA05g25290D		NA
BnaA05g23960D		NA
BnaA05g25170D		NA
BnaA05g24060D		NA
BnaA05g25570D	BnaCnng28580D protein	A0A078IUX2
BnaA05g24780D		NA
BnaA05g25490D		NA
BnaA05g25420D	Scarecrow-like protein 29	Q9LRW3
BnaA05g24110D		NA
BnaA05g24080D		NA
BnaA05g25050D		NA
BnaA05g25750D		NA
BnaA05g24820D		NA
BnaA05g24320D		NA
BnaA05g23750D		NA
BnaA05g24630D		NA
BnaA05g23460D		NA
BnaA05g25440D		NA
BnaA05g25060D		NA
BnaA05g25230D		NA
BnaA05g24360D		NA
BnaA05g24580D		NA
BnaA05g24190D		NA
BnaA05g24250D		NA
BnaA05g24040D		NA
BnaA05g23550D		NA
BnaA05g24540D		NA
BnaA05g23600D		NA
BnaA05g25350D		NA
BnaA05g25510D		NA
BnaA05g23510D		NA
BnaA05g25730D		NA
BnaA05g24700D		NA
BnaA05g24930D		NA
BnaA05g25430D		NA
BnaA05g24510D		NA
BnaA05g24560D		NA
BnaA05g23580D		NA
BnaA05g25090D		NA
BnaA05g24120D		NA
BnaA05g23440D		NA
BnaA05g24000D		NA
BnaA05g23810D		NA
BnaA05g25580D		NA
