entrezgene_id	external_gene_name	Description_NCBI	ALIAS
106364043	BnaCnng46010D	fe(2+) transport protein 1	LOC106364043
106364049	BnaC01g41340D	uncharacterized LOC106364049	LOC106364049
106364069	BnaA09g04930D	calcineurin B-like protein 4	LOC106364069
106364075	BnaA09g05050D	acidic endochitinase	LOC106364075
106364080	BnaA06g26250D	50S ribosomal protein L24	LOC106364080
106364080	BnaC09g04830D	50S ribosomal protein L24	LOC106364080
106364080	BnaC07g30730D	50S ribosomal protein L24	LOC106364080
106364080	BnaA09g05260D	50S ribosomal protein L24	LOC106364080
106364081	BnaA09g05270D	probable carboxylesterase 18	LOC106364081
106364085	BnaA09g05470D	protein BREAKING OF ASYMMETRY IN THE STOMATAL LINEAGE	LOC106364085
106364086	BnaA09g05480D	transcription factor MYB34	LOC106364086
106364090	BnaA09g05670D	uncharacterized BNAA09G05670D	BNAA09G05670D
106364095	BnaA09g05970D	AT-hook motif nuclear-localized protein 6	LOC106364095
106364098	BnaA09g06060D	NAC domain-containing protein 101	LOC106364098
106364105	BnaAnng16690D	agamous-like MADS-box protein AGL80	LOC106364105
106364114	BnaA09g06220D	uncharacterized LOC106364114	LOC106364114
106364115	BnaA09g06250D	bidirectional sugar transporter SWEET5	LOC106364115
106364116	BnaA09g06290D	DNA-directed RNA polymerase III subunit RPC9-like	LOC106364116
106364118	BnaA09g06400D	40S ribosomal protein S15-6	LOC106364118
106364119	BnaCnng15670D	protein LATERAL ORGAN BOUNDARIES-like	LOC106364119
106364131	BnaA09g06740D	uncharacterized LOC106364131	LOC106364131
106364133	BnaA09g06730D	40S ribosomal protein S28-2	LOC106364133
106364133	BnaC02g02880D	40S ribosomal protein S28-2	LOC106364133
106364133	BnaAnng00820D	40S ribosomal protein S28-2	LOC106364133
106364134	BnaA09g06720D	uncharacterized LOC106364134	LOC106364134
106364137	BnaA09g52410D	uncharacterized LOC106364137	LOC106364137
106364137	BnaC09g06170D	uncharacterized LOC106364137	LOC106364137
106364139	BnaA09g52340D	uncharacterized LOC106364139	LOC106364139
106364156	BnaA09g52670D	homeobox-leucine zipper protein ATHB-53-like	LOC106364156
106364158	BnaA09g52580D	uncharacterized BNAA09G52580D	BNAA09G52580D
106364159	BnaA09g52570D	precursor of CEP6	BNAA09G52570D
106364159	BnaA09g52570D	precursor of CEP6	BNAUNNG01540D
106364159	BnaUnng01540D	precursor of CEP6	BNAA09G52570D
106364159	BnaUnng01540D	precursor of CEP6	BNAUNNG01540D
106364165	BnaA09g07580D	protein RALF-like 34	LOC106364165
106364172	BnaA09g07990D	auxin-responsive protein SAUR50	LOC106364172
106364177	BnaA09g08250D	glutathione S-transferase F14	LOC106364177
106364178	BnaA09g08330D	nuclear transcription factor Y subunit B-7	LOC106364178
106364180	BnaA09g09330D	rac-like GTP-binding protein ARAC1	LOC106364180
106364182	BnaA09g09290D	la-related protein 1C	LOC106364182
106364185	BnaC09g09450D	protein NOI4-like	LOC106364185
106364185	BnaA09g09220D	protein NOI4-like	LOC106364185
106364186	BnaA09g09200D	cyclin-B2-1	LOC106364186
106364187	BnaA09g09190D	uncharacterized BNAA09G09190D	BNAA09G09190D
106364188	BnaA09g09180D	high mobility group B protein 4	LOC106364188
106364205	BnaA09g25090D	probable aspartic protease At2g35615	LOC106364205
106364212	BnaC09g09610D	"chaperone protein dnaJ 11, chloroplastic"	LOC106364212
106364220	BnaA01g07530D	profilin-4	LOC106364220
106364220	BnaC01g09200D	profilin-4	LOC106364220
106364220	BnaC07g41910D	profilin-4	LOC106364220
106364220	BnaA03g49520D	profilin-4	LOC106364220
106364226	BnaA09g12220D	mediator-associated protein 3	LOC106364226
106364236	BnaC09g12320D	defensin-like protein 35	LOC106364236
106364236	BnaA09g12010D	defensin-like protein 35	LOC106364236
106364237	BnaA09g12000D	uncharacterized BNAA09G12000D	BNAA09G12000D
106364239	BnaA09g11920D	late embryogenesis abundant protein At1g64065	LOC106364239
106364255	BnaA09g11780D	transcription factor MYB13	LOC106364255
106364257	BnaA09g11710D	brassinosteroid-responsive RING protein 1	LOC106364257
106364259	BnaC09g51330D	protein LURP-one-related 4	LOC106364259
106364260	BnaA09g12530D	uncharacterized BNAA09G12530D	BNAA09G12530D
106364262	BnaC09g51250D	16 kDa phloem protein 2	LOC106364262
106364262	BnaA09g12600D	16 kDa phloem protein 2	LOC106364262
106364271	BnaA09g13020D	protein cornichon homolog 3	LOC106364271
106364273	BnaA09g12700D	"aspartate aminotransferase, cytoplasmic isozyme 2"	LOC106364273
106364274	BnaA09g12730D	pectinesterase inhibitor 9	LOC106364274
106364276	BnaC08g16470D	10 kDa chaperonin-like	LOC106364276
106364276	BnaA08g31360D	10 kDa chaperonin-like	LOC106364276
106364288	BnaA09g53180D	uncharacterized LOC106364288	LOC106364288
106364297	BnaA09g14630D	protein SOB FIVE-LIKE 6	BNAA09G14630D
106364302	BnaC09g15620D	putative pectinesterase 10	LOC106364302
106364305	BnaC09g15570D	uncharacterized BNAC09G15570D	BNAC09G15570D
106364330	BnaC09g17590D	ethylene-responsive transcription factor ERF096	LOC106364330
106364334	BnaCnng19660D	transcriptional regulator TAC1-like	LOC106364334
106364335	BnaCnng19670D	transcription factor bHLH92	bHLH92
106364335	BnaCnng19670D	transcription factor bHLH92	BnabHLH253
106364335	BnaCnng19670D	transcription factor bHLH92	BnabHLH137
106364335	BnaCnng19670D	transcription factor bHLH92	LOC106364335
106364366	BnaA09g17220D	uncharacterized BNAA09G17220D	BNAA09G17220D
106364370	BnaA09g17160D	uncharacterized LOC106364370	LOC106364370
106364371	BnaA09g17150D	putative UDP-arabinose 4-epimerase 4	LOC106364371
106364373	BnaC05g23990D	uncharacterized BNAC05G23990D	BNAC05G23990D
106364375	BnaCnng11080D	peroxidase 7	LOC106364375
106364377	BnaCnng11070D	uncharacterized BNACNNG11070D	BNACNNG11070D
106364379	BnaCnng10960D	transcription factor bHLH111	LOC106364379
106364383	BnaCnng77660D	uncharacterized BNACNNG77660D	BNACNNG77660D
106364390	BnaC06g13810D	uncharacterized LOC106364390	LOC106364390
106364393	BnaC06g13760D	GDSL esterase/lipase At5g41890	LOC106364393
106364422	BnaA01g32930D	stress-induced protein KIN2-like	LOC106364422
106364423	BnaA09g18150D	putative gamma-glutamylcyclotransferase At3g02910	LOC106364423
106364426	BnaA09g18110D	RING-H2 finger protein ATL30	LOC106364426
106364431	BnaA09g18040D	membrane protein PM19L	BNAA09G18040D
106364435	BnaCnng06950D	uncharacterized LOC106364435	LOC106364435
106364436	BnaCnng06930D	PLASMODESMATA CALLOSE-BINDING PROTEIN 4-like	LOC106364436
106364441	BnaAnng07190D	BOI-related E3 ubiquitin-protein ligase 1-like	LOC106364441
106364447	BnaAnng07290D	pEARLI1-like lipid transfer protein 1	LOC106364447
106364449	BnaA09g53560D	transcription factor bHLH28	LOC106364449
106364450	BnaA07g09310D	transcription factor PRE6	LOC106364450
106364450	BnaA07g09310D	transcription factor PRE6	BnabHLH177
106364463	BnaA09g19990D	F-box protein At4g05010	LOC106364463
106364465	BnaA09g20000D	vacuolar protein sorting-associated protein 28 homolog 2	LOC106364465
106364466	BnaA09g20010D	uncharacterized BNAA09G20010D	BNAA09G20010D
106364468	BnaA09g20040D	uncharacterized BNAA09G20040D	BNAA09G20040D
106364473	BnaA09g20330D	uncharacterized BNAA09G20330D	BNAA09G20330D
106364475	BnaA09g20380D	putative Myb family transcription factor At1g14600	LOC106364475
106364524	BnaC08g14990D	uncharacterized LOC106364524	LOC106364524
106364528	BnaC08g14910D	partner of Y14 and mago-like	LOC106364528
106364539	BnaAnng02150D	transcription factor MYB93	LOC106364539
106364554	BnaA09g56800D	uncharacterized BNAA09G56800D	BNAA09G56800D
106364572	BnaC06g00620D	"probable delta-aminolevulinic acid dehydratase 2, chloroplastic"	LOC106364572
106364576	BnaA05g16320D	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	LOC106364576
106364586	BnaC02g36230D	LOB domain-containing protein 24	LOC106364586
106364623	BnaAnng27230D	uncharacterized BNAANNG27230D	BNAANNG27230D
106364642	BnaA09g26020D	uncharacterized BNAC05G23510D	BNAA09G26020D
106364642	BnaA09g26020D	uncharacterized BNAC05G23510D	BNAC05G23510D
106364642	BnaC05g23510D	uncharacterized BNAC05G23510D	BNAA09G26020D
106364642	BnaC05g23510D	uncharacterized BNAC05G23510D	BNAC05G23510D
106364646	BnaA09g26210D	putative hydrolase C777.06c	LOC106364646
106364648	BnaA09g26240D	uncharacterized BNAA09G26240D	BNAA09G26240D
106364649	BnaA09g26260D	J domain-containing protein required for chloroplast accumulation response 1	LOC106364649
106364666	BnaA09g27880D	protein KINESIN LIGHT CHAIN-RELATED 3	BNAA09G27880D
106364671	BnaA09g28110D	lysine histidine transporter 2	LOC106364671
106364672	BnaC05g21120D	uncharacterized LOC106364672	LOC106364672
106364672	BnaA09g28120D	uncharacterized LOC106364672	LOC106364672
106364673	BnaA09g28130D	BAHD acyltransferase At5g47980	LOC106364673
106364674	BnaA09g28140D	protein NUCLEAR FUSION DEFECTIVE 2	LOC106364674
106364675	BnaA09g28190D	anther-specific protein BCP1	LOC106364675
106364678	BnaA09g28290D	uncharacterized BNAA09G28290D	BNAA09G28290D
106364680	BnaA09g28330D	probable calcium-binding protein CML25	LOC106364680
106364681	BnaA09g26470D	"glucan endo-1,3-beta-glucosidase 11"	LOC106364681
106364686	BnaA09g26710D	oil body-associated protein 2C	BNAA09G26710D
106364687	BnaA09g26720D	uncharacterized BNAA09G26720D	BNAA09G26720D
106364690	BnaA09g26760D	eukaryotic translation initiation factor 4E-2	LOC106364690
106364694	BnaA09g26980D	protein GRAVITROPIC IN THE LIGHT 1	LOC106364694
106364695	BnaA09g26990D	precursor of CEP14	BNAA09G26990D
106364696	BnaA09g54080D	probable WRKY transcription factor 65	LOC106364696
106364697	BnaA09g54140D	uncharacterized protein At2g34160	BNAA09G54140D
106364698	BnaA09g54180D	dof zinc finger protein DOF1.5	LOC106364698
106364739	BnaCnng25950D	EPIDERMAL PATTERNING FACTOR-like protein 6	LOC106364739
106364750	BnaA09g28450D	transcription factor MYB62-like	LOC106364750
106364755	BnaA09g54470D	DNA-directed RNA polymerase III subunit RPC10	LOC106364755
106364755	BnaA03g08930D	DNA-directed RNA polymerase III subunit RPC10	LOC106364755
106364794	BnaA09g29880D	uncharacterized protein At1g24000	BNAA09G29880D
106364795	BnaA09g29760D	protein JINGUBANG	LOC106364795
106364822	BnaA01g24270D	uncharacterized BNAA01G24270D	BNAA01G24270D
106364851	BnaA02g30940D	uncharacterized BNAA02G30940D	BNAA02G30940D
106364852	BnaA02g30960D	transcription factor MYB78	LOC106364852
106364853	BnaA02g30970D	peroxygenase 2	LOC106364853
106364855	BnaAnng11520D	protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 1	LOC106364855
106364891	BnaAnng21750D	agamous-like MADS-box protein AGL9 homolog	LOC106364891
106364936	BnaA09g36300D	phosphatidylinositol 4-phosphate 5-kinase 4	LOC106364936
106364938	BnaA09g36190D	heavy metal-associated isoprenylated plant protein 45	LOC106364938
106364943	BnaA09g35870D	putative thioredoxin H10	LOC106364943
106364955	BnaA09g35480D	phosphoinositide phospholipase C 7	LOC106364955
106364957	BnaA09g35460D	protein yippee-like At3g55890	LOC106364957
106364959	BnaC02g29440D	non-specific lipid transfer protein GPI-anchored 4	LOC106364959
106365068	BnaA09g38260D	probable UMP-CMP kinase 1	LOC106365068
106365070	BnaA09g55470D	VQ motif-containing protein 18	LOC106365070
106365093	BnaAnng26650D	protein SPIRAL1-like 5	LOC106365093
106365101	BnaA09g39330D	putative glucose-6-phosphate 1-epimerase	LOC106365101
106365107	BnaA09g39470D	auxin-responsive protein SAUR32	LOC106365107
106365108	BnaA09g39480D	NAC domain-containing protein 66	LOC106365108
106365110	BnaA09g39500D	uncharacterized BNAA09G39500D	BNAA09G39500D
106365117	BnaA09g39730D	probable pectinesterase/pectinesterase inhibitor	LOC106365117
106365121	BnaA09g39920D	universal stress protein A-like protein	LOC106365121
106365138	BnaA09g41080D	early nodulin-like protein 1	LOC106365138
106365139	BnaA09g41160D	uncharacterized BNAA09G41160D	BNAA09G41160D
106365147	BnaA09g41380D	fasciclin-like arabinogalactan protein 3	LOC106365147
106365157	BnaA09g41740D	early nodulin-like protein 3	LOC106365157
106365162	BnaA09g41900D	uncharacterized LOC106365162	LOC106365162
106365163	BnaA09g41910D	reticulon-like protein B13	LOC106365163
106365164	BnaA09g41930D	GDSL esterase/lipase At2g23540	LOC106365164
106365180	BnaA09g42610D	classical arabinogalactan protein 2	LOC106365180
106365181	BnaA09g42550D	extensin	LOC106365181
106365186	BnaA09g42740D	ras-related protein RABH1d	LOC106365186
106365188	BnaC08g35290D	PLAT domain-containing protein 2-like	LOC106365188
106365188	BnaA09g42790D	PLAT domain-containing protein 2-like	LOC106365188
106365222	BnaA09g43780D	uncharacterized BNAA09G43780D	BNAA09G43780D
106365223	BnaA09g43770D	CRIB domain-containing protein RIC6	LOC106365223
106365224	BnaA09g56020D	H/ACA ribonucleoprotein complex subunit 3-like protein	LOC106365224
106365224	BnaA09g43720D	H/ACA ribonucleoprotein complex subunit 3-like protein	LOC106365224
106365225	BnaA09g55980D	signaling peptide TAXIMIN 2	LOC106365225
106365225	BnaA09g43700D	signaling peptide TAXIMIN 2	LOC106365225
106365226	BnaAnng29660D	ethylene-responsive transcription factor ERF053	LOC106365226
106365228	BnaC08g36100D	trafficking protein particle complex subunit 2-like protein	LOC106365228
106365228	BnaA09g43520D	trafficking protein particle complex subunit 2-like protein	LOC106365228
106365233	BnaA09g43330D	auxin-responsive protein SAUR50-like	LOC106365233
106365233	BnaC08g35940D	auxin-responsive protein SAUR50-like	LOC106365233
106365238	BnaA06g38590D	uncharacterized LOC106365238	LOC106365238
106365238	BnaCnng15120D	uncharacterized LOC106365238	LOC106365238
106365253	BnaA09g10290D	H/ACA ribonucleoprotein complex subunit 3-like protein	LOC106365253
106365257	BnaA09g10290D	H/ACA ribonucleoprotein complex subunit 3-like protein	LOC106365257
106365317	BnaC09g11000D	calcineurin B-like protein 8	LOC106365317
106365318	BnaCnng25130D	"short-chain dehydrogenase TIC 32 B, chloroplastic-like"	LOC106365318
106365322	BnaCnng17120D	ethylene-responsive transcription factor ERF070	LOC106365322
106365325	BnaA10g27990D	putative protein TPRXL	LOC106365325
106365327	BnaA02g33420D	HVA22-like protein b	LOC106365327
106365333	BnaA09g44650D	non-specific lipid transfer protein GPI-anchored 3	LOC106365333
106365335	BnaA09g44630D	non-specific lipid transfer protein GPI-anchored 3	LOC106365335
106365337	BnaA09g44620D	uncharacterized BNAA09G44620D	BNAA09G44620D
106365342	BnaA09g44460D	mini zinc finger protein 3	LOC106365342
106365347	BnaA09g44310D	sm-like protein LSM1A	LOC106365347
106365351	BnaA09g44250D	probable flavin-containing monooxygenase 1	LOC106365351
106365354	BnaC08g16470D	10 kDa chaperonin-like	LOC106365354
106365354	BnaA08g31360D	10 kDa chaperonin-like	LOC106365354
106365356	BnaA09g46020D	uncharacterized BNAA09G46020D	BNAA09G46020D
106365357	BnaA09g46010D	PLASMODESMATA CALLOSE-BINDING PROTEIN 1	LOC106365357
106365361	BnaA09g45670D	ribonuclease 3	LOC106365361
106365377	BnaC01g22980D	uncharacterized BNAC01G22980D	BNAC01G22980D
106365380	BnaA01g19040D	BI1-like protein	LOC106365380
106365399	BnaAnng12290D	uncharacterized BNAANNG12290D	BNAANNG12290D
106365400	BnaAnng12260D	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B	LOC106365400
106365400	BnaA10g02770D	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B	LOC106365400
106365400	BnaA08g27970D	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B	LOC106365400
106365400	BnaC05g49030D	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B	LOC106365400
106365413	BnaA09g50800D	monothiol glutaredoxin-S13	LOC106365413
106365414	BnaA09g50820D	zinc finger protein MAGPIE	LOC106365414
106365417	BnaA09g50900D	N-terminal acetyltransferase A complex catalytic subunit ARD1	LOC106365417
106365418	BnaA09g50910D	secretory carrier-associated membrane protein 2	LOC106365418
106365420	BnaA09g51040D	BTB/POZ domain-containing protein At1g03010-like	LOC106365420
106365421	BnaA09g51040D	BTB/POZ domain-containing protein At1g03010-like	LOC106365421
106365425	BnaA09g51170D	exopolygalacturonase clone GBGE184-like	LOC106365425
106365428	BnaA09g51220D	uncharacterized BNAA09G51220D	BNAA09G51220D
106365441	BnaA06g34060D	probable pectate lyase 6	LOC106365441
106365445	BnaC07g21520D	defensin-like protein 10	LOC106365445
106365445	BnaA06g34310D	defensin-like protein 10	LOC106365445
106365449	BnaAnng07260D	pectinesterase inhibitor 12	LOC106365449
106365453	BnaA09g00020D	"protein BPS1, chloroplastic-like"	LOC106365453
106365456	BnaA09g00030D	"protein BPS1, chloroplastic-like"	LOC106365456
106365457	BnaA09g00030D	"protein BPS1, chloroplastic-like"	LOC106365457
106365458	BnaA09g42980D	putative F-box/kelch-repeat protein At2g29810	LOC106365458
106365460	BnaA09g00020D	"protein BPS1, chloroplastic-like"	LOC106365460
106365465	BnaCnng78580D	LOB domain-containing protein 2	LOC106365465
106365473	BnaC05g13060D	precursor of CEP13	BNAC05G13060D
106365483	BnaA09g41980D	precursor of CEP3	BNAA09G41980D
106365492	BnaA09g05180D	DNA-directed RNA polymerase III subunit rpc6	LOC106365492
106365494	BnaAnng15690D	uncharacterized LOC106365494	LOC106365494
106365507	BnaA09g00680D	60S ribosomal protein L19-1	LOC106365507
106365518	BnaA06g19150D	60S ribosomal protein L13-2-like	LOC106365518
106365525	BnaA09g51850D	uncharacterized BNAA09G51850D	BNAA09G51850D
106365527	BnaA09g51830D	"bifunctional protein FolD 4, chloroplastic"	LOC106365527
106365532	BnaA09g51790D	shaggy-related protein kinase theta	LOC106365532
106365542	BnaA09g00050D	probable serine/threonine-protein kinase At1g01540	LOC106365542
106365543	BnaA09g00060D	CAAX prenyl protease 1 homolog	LOC106365543
106365548	BnaA09g00080D	protein REVEILLE 5-like	LOC106365548
106365551	BnaC09g36740D	calmodulin	LOC106365551
106365551	BnaA03g08250D	calmodulin	LOC106365551
106365551	BnaC03g54460D	calmodulin	LOC106365551
106365551	BnaC03g10500D	calmodulin	LOC106365551
106365551	BnaA02g05320D	calmodulin	LOC106365551
106365553	BnaA02g05360D	protein OXIDATIVE STRESS 3 LIKE 2	BNAA02G05360D
106365566	BnaC05g12990D	F-box/FBD/LRR-repeat protein At1g16930	LOC106365566
106365571	BnaC05g12920D	ras-related protein RABA1b	LOC106365571
106365573	BnaC05g12910D	"dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase"	LOC106365573
106365574	BnaC05g12890D	ACT domain-containing protein ACR11	LOC106365574
106365575	BnaC05g12900D	ubiquitin-conjugating enzyme E2 36	LOC106365575
106365578	BnaC05g12870D	uncharacterized membrane protein At1g16860	BNAC05G12870D
106365580	BnaC05g12850D	uncharacterized BNAC05G12850D	BNAC05G12850D
106365581	BnaC05g12840D	putative pentatricopeptide repeat-containing protein At1g16830	LOC106365581
106365582	BnaC05g12820D	protein FAM32A	LOC106365582
106365583	BnaC05g12800D	U-box domain-containing protein 35	LOC106365583
