"ENTREZID" "GO" "ONTOLOGY" "GENENAME" "GOTERM" "external_gene_name" "Description_NCBI" "ALIAS"
"106370844" "GO:0006412" "BP" "40S ribosomal protein S29" "translation" "BnaC01g04410D" "40S ribosomal protein S29" "LOC106370844"
"106370844" "GO:0006412" "BP" "40S ribosomal protein S29" "translation" "BnaA03g50690D" "40S ribosomal protein S29" "LOC106370844"
"106370844" "GO:0006412" "BP" "40S ribosomal protein S29" "translation" "BnaC01g04410D" "40S ribosomal protein S29" "LOC106370844"
"106370844" "GO:0006412" "BP" "40S ribosomal protein S29" "translation" "BnaA03g50690D" "40S ribosomal protein S29" "LOC106370844"
"106370939" "GO:0001731" "BP" "eukaryotic translation initiation factor 2 subunit gamma" "formation of translation preinitiation complex" "BnaA10g02410D" "eukaryotic translation initiation factor 2 subunit gamma" "LOC106370939"
"106370939" "GO:0045903" "BP" "eukaryotic translation initiation factor 2 subunit gamma" "positive regulation of translational fidelity" "BnaA10g02410D" "eukaryotic translation initiation factor 2 subunit gamma" "LOC106370939"
"106371031" NA NA NA NA "BnaC07g12650D" "protein NRT1/ PTR FAMILY 4.5" "LOC106371031"
"106371161" NA NA NA NA "BnaA10g03900D" "uncharacterized BNAA10G03900D" "BNAA10G03900D"
"106371182" NA NA NA NA "BnaA10g03690D" "oil body-associated protein 1A" "BNAA10G03690D"
"106371220" NA NA NA NA "BnaC04g50010D" "homeobox-leucine zipper protein ATHB-4" "LOC106371220"
"106371316" NA NA NA NA "BnaAnng28430D" "uncharacterized BNAANNG28430D" "BNAANNG28430D"
"106371329" "GO:0006629" "BP" "GDSL esterase/lipase At5g55050-like" "lipid metabolic process" "BnaA10g09310D" "GDSL esterase/lipase At5g55050-like" "LOC106371329"
"106371471" "GO:0002181" "BP" "60S ribosomal protein L31-3" "cytoplasmic translation" "BnaA03g10640D" "60S ribosomal protein L31-3" "LOC106371471"
"106371686" NA NA NA NA "BnaA03g08250D" "calmodulin" "LOC106371686"
"106371917" "GO:0000272" "BP" "inactive beta-amylase 9" "polysaccharide catabolic process" "BnaC09g39140D" "inactive beta-amylase 9" "LOC106371917"
"106372226" "GO:0006542" "BP" "glutamine synthetase cytosolic isozyme 1-4" "glutamine biosynthetic process" "BnaC09g41340D" "glutamine synthetase cytosolic isozyme 1-4" "GLN1.4"
"106372226" "GO:0006542" "BP" "glutamine synthetase cytosolic isozyme 1-4" "glutamine biosynthetic process" "BnaC09g41340D" "glutamine synthetase cytosolic isozyme 1-4" "LOC106372226"
"106372226" "GO:0006542" "BP" "glutamine synthetase cytosolic isozyme 1-4" "glutamine biosynthetic process" "BnaC09g41340D" "glutamine synthetase cytosolic isozyme 1-4" "GLN1.4"
"106372226" "GO:0006542" "BP" "glutamine synthetase cytosolic isozyme 1-4" "glutamine biosynthetic process" "BnaC09g41340D" "glutamine synthetase cytosolic isozyme 1-4" "LOC106372226"
"106372263" NA NA NA NA "BnaC09g43320D" "uncharacterized BNAC09G43320D" "BNAC09G43320D"
"106372369" NA NA NA NA "BnaA10g30110D" "zinc finger CCCH domain-containing protein 55" "LOC106372369"
"106372550" NA NA NA NA "BnaC05g40160D" "RNA-binding protein PNO1" "LOC106372550"
"106372582" NA NA NA NA "BnaA10g27170D" "metallothionein-like protein type 2, MT2-4/MT2-25" "LOC106372582"
"106372743" "GO:0003333" "BP" "lysine histidine transporter 1" "amino acid transmembrane transport" "BnaC06g13220D" "lysine histidine transporter 1" "LOC106372743"
"106372913" NA NA NA NA "BnaC09g29070D" "uncharacterized protein At4g00950" "BNAC09G29070D"
"106374555" NA NA NA NA "BnaC05g51330D" "uncharacterized BNAC05G51330D" "BNAC05G51330D"
"106374574" NA NA NA NA "BnaC01g23780D" "uncharacterized BNAC01G23780D" "BNAC01G23780D"
"106374831" "GO:0006635" "BP" "uncharacterized LOC106374831" "fatty acid beta-oxidation" "BnaA02g30030D" "uncharacterized LOC106374831" "LOC106374831"
"106374837" NA NA NA NA "BnaAnng17770D" "uncharacterized BNAA01G36120D" "BNAANNG17770D"
"106374837" NA NA NA NA "BnaAnng17770D" "uncharacterized BNAA01G36120D" "BNAA01G36120D"
"106375039" "GO:0009658" "BP" "uncharacterized protein At4g04980" "chloroplast organization" "BnaCnng11830D" "uncharacterized protein At4g04980" "BNACNNG11830D"
"106375368" NA NA NA NA "BnaCnng34690D" "oil body-associated protein 2A" "BNACNNG34690D"
"106375432" "GO:0010498" "BP" "proteasome subunit beta type-6" "proteasomal protein catabolic process" "BnaA08g12550D" "proteasome subunit beta type-6" "LOC106375432"
"106376070" NA NA NA NA "BnaA01g06260D" "uncharacterized BNAA01G06260D" "LTP2"
"106376070" NA NA NA NA "BnaA01g06260D" "uncharacterized BNAA01G06260D" "BNAA01G06260D"
"106376110" NA NA NA NA "BnaC01g20110D" "uncharacterized BNAC01G20110D" "BNAC01G20110D"
"106376112" NA NA NA NA "BnaC01g20120D" "early nodulin-like protein 2" "LOC106376112"
"106376170" NA NA NA NA "BnaC01g20890D" "uncharacterized BNAC01G20890D" "BNAC01G20890D"
"106376174" NA NA NA NA "BnaC01g20930D" "early nodulin-like protein 2" "LOC106376174"
"106376226" NA NA NA NA "BnaC01g22900D" "protein LIFEGUARD 1" "LOC106376226"
"106376246" NA NA NA NA "BnaA06g38230D" "major latex allergen Hev b 5" "LOC106376246"
"106376861" "GO:0006869" "BP" "non-specific lipid-transfer protein 12" "lipid transport" "BnaC07g32300D" "non-specific lipid-transfer protein 12" "LOC106376861"
"106376935" "GO:0006633" "BP" "dihydroceramide fatty acyl 2-hydroxylase FAH1" "fatty acid biosynthetic process" "BnaCnng13910D" "dihydroceramide fatty acyl 2-hydroxylase FAH1" "LOC106376935"
"106376935" "GO:0006631" "BP" "dihydroceramide fatty acyl 2-hydroxylase FAH1" "fatty acid metabolic process" "BnaCnng13910D" "dihydroceramide fatty acyl 2-hydroxylase FAH1" "LOC106376935"
"106377014" "GO:0055085" "BP" "sugar transporter ESL1" "transmembrane transport" "BnaC08g42910D" "sugar transporter ESL1" "LOC106377014"
"106377112" "GO:0030245" "BP" "endoglucanase 11" "cellulose catabolic process" "BnaC04g43460D" "endoglucanase 11" "LOC106377112"
"106377220" NA NA NA NA "BnaA01g21670D" "uncharacterized BNAA01G21670D" "BNAA01G21670D"
"106377326" "GO:0050832" "BP" "defensin-like protein 19" "defense response to fungus" "BnaC08g18880D" "defensin-like protein 19" "LOC106377326"
"106377326" "GO:0050832" "BP" "defensin-like protein 19" "defense response to fungus" "BnaC08g18880D" "defensin-like protein 19" "def5"
"106377326" "GO:0050832" "BP" "defensin-like protein 19" "defense response to fungus" "BnaC08g18880D" "defensin-like protein 19" "defensin"
"106377326" "GO:0031640" "BP" "defensin-like protein 19" "killing of cells of another organism" "BnaC08g18880D" "defensin-like protein 19" "LOC106377326"
"106377326" "GO:0031640" "BP" "defensin-like protein 19" "killing of cells of another organism" "BnaC08g18880D" "defensin-like protein 19" "def5"
"106377326" "GO:0031640" "BP" "defensin-like protein 19" "killing of cells of another organism" "BnaC08g18880D" "defensin-like protein 19" "defensin"
"106377326" "GO:0050832" "BP" "defensin-like protein 19" "defense response to fungus" "BnaC08g18880D" "defensin-like protein 19" "LOC106377326"
"106377326" "GO:0050832" "BP" "defensin-like protein 19" "defense response to fungus" "BnaC08g18880D" "defensin-like protein 19" "def5"
"106377326" "GO:0050832" "BP" "defensin-like protein 19" "defense response to fungus" "BnaC08g18880D" "defensin-like protein 19" "defensin"
"106377326" "GO:0031640" "BP" "defensin-like protein 19" "killing of cells of another organism" "BnaC08g18880D" "defensin-like protein 19" "LOC106377326"
"106377326" "GO:0031640" "BP" "defensin-like protein 19" "killing of cells of another organism" "BnaC08g18880D" "defensin-like protein 19" "def5"
"106377326" "GO:0031640" "BP" "defensin-like protein 19" "killing of cells of another organism" "BnaC08g18880D" "defensin-like protein 19" "defensin"
"106377326" "GO:0050832" "BP" "defensin-like protein 19" "defense response to fungus" "BnaC08g18880D" "defensin-like protein 19" "LOC106377326"
"106377326" "GO:0050832" "BP" "defensin-like protein 19" "defense response to fungus" "BnaC08g18880D" "defensin-like protein 19" "def5"
"106377326" "GO:0050832" "BP" "defensin-like protein 19" "defense response to fungus" "BnaC08g18880D" "defensin-like protein 19" "defensin"
"106377326" "GO:0031640" "BP" "defensin-like protein 19" "killing of cells of another organism" "BnaC08g18880D" "defensin-like protein 19" "LOC106377326"
"106377326" "GO:0031640" "BP" "defensin-like protein 19" "killing of cells of another organism" "BnaC08g18880D" "defensin-like protein 19" "def5"
"106377326" "GO:0031640" "BP" "defensin-like protein 19" "killing of cells of another organism" "BnaC08g18880D" "defensin-like protein 19" "defensin"
"106377344" "GO:0006886" "BP" "ADP-ribosylation factor 1" "intracellular protein transport" "BnaC08g49620D" "ADP-ribosylation factor 1" "LOC106377344"
"106377344" "GO:0016192" "BP" "ADP-ribosylation factor 1" "vesicle-mediated transport" "BnaC08g49620D" "ADP-ribosylation factor 1" "LOC106377344"
"106377345" "GO:0006886" "BP" "translocase of chloroplast 33, chloroplastic-like" "intracellular protein transport" "BnaC08g49740D" "translocase of chloroplast 33, chloroplastic-like" "TOC33"
"106377345" "GO:0006886" "BP" "translocase of chloroplast 33, chloroplastic-like" "intracellular protein transport" "BnaC08g49740D" "translocase of chloroplast 33, chloroplastic-like" "LOC106377345"
"106377345" "GO:0006886" "BP" "translocase of chloroplast 33, chloroplastic-like" "intracellular protein transport" "BnaC08g49740D" "translocase of chloroplast 33, chloroplastic-like" "TOC33"
"106377345" "GO:0006886" "BP" "translocase of chloroplast 33, chloroplastic-like" "intracellular protein transport" "BnaC08g49740D" "translocase of chloroplast 33, chloroplastic-like" "LOC106377345"
"106377486" "GO:0006094" "BP" "phosphoglycerate kinase 1, chloroplastic" "gluconeogenesis" "BnaA01g30320D" "phosphoglycerate kinase 1, chloroplastic" "LOC106377486"
"106377486" "GO:0006096" "BP" "phosphoglycerate kinase 1, chloroplastic" "glycolytic process" "BnaA01g30320D" "phosphoglycerate kinase 1, chloroplastic" "LOC106377486"
"106377521" NA NA NA NA "BnaA01g22060D" "MATH domain and coiled-coil domain-containing protein At2g42470" "LOC106377521"
"106377527" NA NA NA NA "BnaA01g29880D" "chaperone protein dnaJ 11, chloroplastic" "LOC106377527"
"106377547" NA NA NA NA "BnaC02g11940D" "pathogen-associated molecular patterns-induced protein A70" "BNAC02G11940D"
"106377554" "GO:0005975" "BP" "beta-galactosidase 4" "carbohydrate metabolic process" "BnaC02g12030D" "beta-galactosidase 4" "LOC106377554"
"106377584" NA NA NA NA "BnaCnng46140D" "purple acid phosphatase 18" "LOC106377584"
"106379115" "GO:0070475" "BP" "uncharacterized protein At4g26485" "rRNA base methylation" "BnaC09g32580D" "uncharacterized protein At4g26485" "BNAC09G32580D"
"106379263" NA NA NA NA "BnaCnng52560D" "polyadenylation factor subunit 2" "LOC106379263"
"106379446" NA NA NA NA "BnaA02g12230D" "NDR1/HIN1-like protein 6" "LOC106379446"
"106379571" "GO:0045944" "BP" "agamous-like MADS-box protein AGL80" "positive regulation of transcription by RNA polymerase II" "BnaAnng16690D" "agamous-like MADS-box protein AGL80" "LOC106379571"
"106379571" "GO:0006357" "BP" "agamous-like MADS-box protein AGL80" "regulation of transcription by RNA polymerase II" "BnaAnng16690D" "agamous-like MADS-box protein AGL80" "LOC106379571"
"106379613" "GO:0001709" "BP" "uncharacterized BNAA02G24080D" "cell fate determination" "BnaA02g24080D" "uncharacterized BNAA02G24080D" "BNAA02G24080D"
"106379763" "GO:0006357" "BP" "transcription factor bHLH113" "regulation of transcription by RNA polymerase II" "BnaA01g26110D" "transcription factor bHLH113" "LOC106379763"
"106379775" NA NA NA NA "BnaA09g12010D" "defensin-like protein 35" "LOC106379775"
"106379902" NA NA NA NA "BnaA06g09940D" "uncharacterized LOC106379902" "LOC106379902"
"106379920" "GO:0009653" "BP" "expansin-A7" "anatomical structure morphogenesis" "BnaA08g24690D" "expansin-A7" "LOC106379920"
"106379920" "GO:0009664" "BP" "expansin-A7" "plant-type cell wall organization" "BnaA08g24690D" "expansin-A7" "LOC106379920"
"106379944" "GO:0006468" "BP" "mitogen-activated protein kinase kinase kinase 20" "protein phosphorylation" "BnaC08g21680D" "mitogen-activated protein kinase kinase kinase 20" "LOC106379944"
"106379944" "GO:0007165" "BP" "mitogen-activated protein kinase kinase kinase 20" "signal transduction" "BnaC08g21680D" "mitogen-activated protein kinase kinase kinase 20" "LOC106379944"
"106380025" NA NA NA NA "BnaAnng22400D" "uncharacterized BNAANNG22400D" "BNAANNG22400D"
"106380989" NA NA NA NA "BnaC05g10050D" "cytochrome P450 78A5" "LOC106380989"
"106381109" NA NA NA NA "BnaA03g09320D" "histone H4" "LOC106381109"
"106381109" NA NA NA NA "BnaA04g16620D" "histone H4" "LOC106381109"
"106381109" NA NA NA NA "BnaA06g04320D" "histone H4" "LOC106381109"
"106381109" NA NA NA NA "BnaC03g11650D" "histone H4" "LOC106381109"
"106381109" NA NA NA NA "BnaA04g21530D" "histone H4" "LOC106381109"
"106381258" "GO:0046294" "BP" "alcohol dehydrogenase-like 7" "formaldehyde catabolic process" "BnaCnng45600D" "alcohol dehydrogenase-like 7" "LOC106381258"
"106381259" NA NA NA NA "BnaC07g18380D" "glycine-rich protein A3" "LOC106381259"
"106381459" "GO:0015979" "BP" "photosystem II 10 kDa polypeptide, chloroplastic-like" "photosynthesis" "BnaAnng27100D" "photosystem II 10 kDa polypeptide, chloroplastic-like" "LOC106381459"
"106381534" "GO:0015979" "BP" "photosystem II 10 kDa polypeptide, chloroplastic-like" "photosynthesis" "BnaAnng27100D" "photosystem II 10 kDa polypeptide, chloroplastic-like" "LOC106381534"
"106381680" "GO:0001709" "BP" "uncharacterized BNAA02G24090D" "cell fate determination" "BnaA02g24090D" "uncharacterized BNAA02G24090D" "BNAA02G24090D"
"106381711" NA NA NA NA "BnaA01g31100D" "protein yippee-like At3g11230" "LOC106381711"
"106381931" "GO:0030388" "BP" "fructose-bisphosphate aldolase 3, chloroplastic" "fructose 1,6-bisphosphate metabolic process" "BnaC02g33660D" "fructose-bisphosphate aldolase 3, chloroplastic" "LOC106381931"
"106381931" "GO:0006096" "BP" "fructose-bisphosphate aldolase 3, chloroplastic" "glycolytic process" "BnaC02g33660D" "fructose-bisphosphate aldolase 3, chloroplastic" "LOC106381931"
"106381940" NA NA NA NA "BnaAnng03110D" "probable galacturonosyltransferase-like 4" "LOC106381940"
"106382065" "GO:0032933" "BP" "erlin-2-B" "SREBP signaling pathway" "BnaC02g47990D" "erlin-2-B" "LOC106382065"
"106382114" "GO:0032787" "BP" "mitochondrial amidoxime reducing component 2" "monocarboxylic acid metabolic process" "BnaC09g18290D" "mitochondrial amidoxime reducing component 2" "LOC106382114"
"106382116" "GO:0002181" "BP" "60S ribosomal protein L31-3" "cytoplasmic translation" "BnaA03g10640D" "60S ribosomal protein L31-3" "LOC106382116"
"106382351" NA NA NA NA "BnaA08g24300D" "uncharacterized BNAA08G24300D" "BNAA08G24300D"
"106382780" "GO:0000447" "BP" "40S ribosomal protein S21-2-like" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaA09g54920D" "40S ribosomal protein S21-2-like" "LOC106382780"
"106382780" "GO:0000447" "BP" "40S ribosomal protein S21-2-like" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaC08g24870D" "40S ribosomal protein S21-2-like" "LOC106382780"
"106382780" "GO:0000461" "BP" "40S ribosomal protein S21-2-like" "endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaA09g54920D" "40S ribosomal protein S21-2-like" "LOC106382780"
"106382780" "GO:0000461" "BP" "40S ribosomal protein S21-2-like" "endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaC08g24870D" "40S ribosomal protein S21-2-like" "LOC106382780"
"106382780" "GO:0006412" "BP" "40S ribosomal protein S21-2-like" "translation" "BnaA09g54920D" "40S ribosomal protein S21-2-like" "LOC106382780"
"106382780" "GO:0006412" "BP" "40S ribosomal protein S21-2-like" "translation" "BnaC08g24870D" "40S ribosomal protein S21-2-like" "LOC106382780"
"106382780" "GO:0000447" "BP" "40S ribosomal protein S21-2-like" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaA09g54920D" "40S ribosomal protein S21-2-like" "LOC106382780"
"106382780" "GO:0000447" "BP" "40S ribosomal protein S21-2-like" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaC08g24870D" "40S ribosomal protein S21-2-like" "LOC106382780"
"106382780" "GO:0000461" "BP" "40S ribosomal protein S21-2-like" "endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaA09g54920D" "40S ribosomal protein S21-2-like" "LOC106382780"
"106382780" "GO:0000461" "BP" "40S ribosomal protein S21-2-like" "endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaC08g24870D" "40S ribosomal protein S21-2-like" "LOC106382780"
"106382780" "GO:0006412" "BP" "40S ribosomal protein S21-2-like" "translation" "BnaA09g54920D" "40S ribosomal protein S21-2-like" "LOC106382780"
"106382780" "GO:0006412" "BP" "40S ribosomal protein S21-2-like" "translation" "BnaC08g24870D" "40S ribosomal protein S21-2-like" "LOC106382780"
"106382783" "GO:0000447" "BP" "40S ribosomal protein S21-2" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaA09g54920D" "40S ribosomal protein S21-2" "LOC106382783"
"106382783" "GO:0000447" "BP" "40S ribosomal protein S21-2" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaC08g24870D" "40S ribosomal protein S21-2" "LOC106382783"
"106382783" "GO:0000461" "BP" "40S ribosomal protein S21-2" "endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaA09g54920D" "40S ribosomal protein S21-2" "LOC106382783"
